glider_trajectory,acoustics_configuration,deployment_recovery,tow_number,season,date_utc,time_utc_start,time_utc_end,lat_degrees_start,lat_mins_start,lat_degrees_end,lat_mins_end,lon_degrees_start,lon_mins_start,lon_degrees_end,lon_mins_end,sample_notes,water_column_depth,net_depth,volume_filtered,taxa,taxa_group,count,concentration,temp_min,temp_max,sal_min,sal_max
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Oithona similis,Copepod (small),139264,1680.130284,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Paracalanus sp.,Copepod (small),128000,1544.237394,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Centropages hamatus,Copepod (small),67584,815.3573438,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Centropages typicus,Copepod (small),51200,617.6949574,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Parvocalanus sp.,Copepod (small),58368,704.1722514,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Acartia tonsa,Copepod (small),35840,432.3864702,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Labidocera aestiva,Copepod (small),5120,61.76949574,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Fish egg,Other,4096,49.41559659,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Mysid,Other,2048,24.7077983,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Calanus finmarchicus,Copepod (large),2048,24.7077983,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Hyperiid amphipod,Other,1024,12.35389915,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Temora turbinata,Copepod (small),1024,12.35389915,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Decapod,Decapod,1024,12.35389915,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Decapod,Decapod,67,0.808311761,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Mysid,Other,16,0.193029674,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Hyperiid amphipod,Other,7,0.084450482,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,1,Spring,4/20/2023,18:18,18:27,40,19.419,,,-73,44.938,,,"Tangled line, slow tow",,,82.88881006,Hydrozoan,Other,1,0.012064355,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Chaetognath,Chaetognath,512,20.9909441,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Gastropod,Other,1024,41.9818882,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Tortanus sp.,Copepod (small),1280,52.47736025,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Crab zoea,Other,256,10.49547205,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Calanus finmarchicus,Copepod (large),768,31.48641615,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Acartia tonsa,Copepod (small),4864,199.4139689,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Paracalanus sp.,Copepod (small),16640,682.2056832,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Oithona similis,Copepod (small),20736,850.133236,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Centropages typicus,Copepod (small),5120,209.909441,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Centropages hamatus,Copepod (small),15872,650.7192671,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Hyperiid amphipod,Other,53,2.172890698,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Decapod larva,Decapod,19,0.778960816,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Evadne nordmanni,Cladoceran,1,0.040997938,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Polychaete,Polychaete,2,0.081995875,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Fish egg,Other,2,0.081995875,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Bivalve larva,Other,15,0.614969065,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Decapod,Decapod,1,0.040997938,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,deployment,2,Spring,4/20/2023,18:36,18:40,40,19.52,,,-73,45.073,,,,,,24.3914708,Diastylis sp.,Other,1,0.040997938,7.28,11.5,30.4,32.6
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Oithona similis,Copepod (small),18944,1156.495592,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Evadne nordmanni,Cladoceran,16896,1031.469042,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Decapod larva,Decapod,1536,93.76991287,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Temora sp.,Copepod (small),7168,437.5929267,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Centropages sp.,Copepod (small),47104,2875.610661,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Paracalanus sp.,Copepod (small),22016,1344.035418,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Hydrozoan,Other,512,31.25663762,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Gastropod,Other,1024,62.51327525,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Pseudevadne tergestina,Cladoceran,1024,62.51327525,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Decapod larva,Decapod,1,0.06104812,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Fish larva,Other,1,0.06104812,9.21,15.2,30.3,32.3
ru39-20230420T1636,zooplankton,recovery,1,Spring,5/12/2023,16:57,17:01,39,23.745,,,-74,9,,,,21,16,16.38052071,Fish egg,Other,4,0.244192481,9.21,15.2,30.3,32.3
